MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,flood_risk_label
9,6,10,8,5,8,8,7,6,7,6,10,1,8,1,6,6,5,10,5,0.5008,MEDIUM
4,5,4,7,9,8,8,2,6,7,10,3,3,1,10,5,10,1,8,7,0.5216,MEDIUM
4,5,2,6,4,6,10,8,8,2,1,1,2,2,6,5,8,8,4,5,0.5317,MEDIUM
10,5,4,2,5,9,8,3,3,6,6,8,9,6,7,5,2,4,6,5,0.4796,MEDIUM
8,5,2,7,9,6,6,8,4,10,6,3,4,3,9,6,6,6,9,1,0.5621,MEDIUM
10,6,8,10,5,8,6,9,2,7,7,1,3,9,5,2,4,7,3,4,0.5383,MEDIUM
4,5,8,1,5,1,8,2,5,7,10,8,2,5,8,10,8,4,5,2,0.3208,LOW
9,6,6,10,6,1,9,4,8,5,6,7,1,2,8,1,4,10,7,2,0.452,MEDIUM
1,2,8,6,10,1,1,2,8,1,7,8,10,5,10,1,8,9,7,10,0.508,MEDIUM
3,9,6,6,2,7,3,2,6,10,4,9,10,7,8,7,4,6,4,7,0.465,MEDIUM
8,4,6,6,9,10,7,1,8,1,8,3,3,9,9,4,5,2,4,4,0.6166,HIGH
6,2,4,10,1,2,5,4,1,10,8,5,3,8,5,10,4,7,7,4,0.562,MEDIUM
6,8,10,7,8,2,5,9,1,4,1,1,8,4,6,7,6,9,3,7,0.4533,MEDIUM
1,9,3,6,3,7,4,8,10,5,2,3,9,9,7,7,10,2,2,3,0.4996,MEDIUM
3,4,3,2,5,3,6,3,7,2,2,10,8,9,10,3,6,10,5,7,0.4737,MEDIUM
6,8,5,5,7,6,4,3,6,6,5,5,2,2,9,2,9,6,2,4,0.4212,MEDIUM
7,8,4,9,1,6,3,1,4,9,9,2,10,4,8,7,9,5,2,9,0.5091,MEDIUM
5,8,2,5,7,3,3,1,2,5,9,4,4,4,6,5,1,2,2,3,0.4257,MEDIUM
8,3,9,4,7,1,4,1,9,8,7,5,8,8,1,10,1,7,8,7,0.5677,MEDIUM
2,9,4,8,7,3,10,6,1,8,7,8,2,7,3,2,8,3,1,5,0.4694,MEDIUM
9,9,9,7,9,1,5,2,9,7,10,4,1,4,3,7,5,6,7,5,0.5654,MEDIUM
10,7,8,5,2,10,10,2,7,1,6,4,10,1,7,5,10,1,10,8,0.4654,MEDIUM
1,4,5,3,6,2,10,8,1,2,9,2,6,9,10,2,4,7,9,3,0.4735,MEDIUM
10,7,8,1,8,5,3,2,6,4,2,10,4,7,3,6,3,7,1,3,0.4083,MEDIUM
3,2,7,10,1,9,9,8,6,5,9,1,3,10,4,4,6,9,4,9,0.6341,HIGH
5,4,10,2,1,7,6,8,4,6,2,8,5,6,5,7,10,4,6,2,0.4472,MEDIUM
1,3,2,5,1,2,3,9,4,4,2,10,6,6,9,10,8,10,10,1,0.4495,MEDIUM
4,6,10,8,2,8,8,2,8,1,4,1,6,7,9,8,1,10,5,2,0.402,MEDIUM
3,5,7,1,6,2,7,5,9,4,9,10,6,4,4,8,7,9,5,2,0.4968,MEDIUM
9,8,7,8,8,7,1,1,7,5,4,5,6,10,8,4,2,8,4,1,0.4866,MEDIUM
4,4,3,5,10,7,8,6,8,5,6,2,1,5,9,5,9,1,10,5,0.5172,MEDIUM
8,4,2,9,2,6,7,1,6,5,3,8,1,8,10,10,6,10,5,8,0.4729,MEDIUM
7,2,2,2,1,8,10,8,7,5,8,6,5,6,7,6,8,3,9,10,0.5781,MEDIUM
8,3,3,7,10,4,5,9,6,5,1,4,10,1,10,9,5,7,9,6,0.6769,HIGH
7,1,7,7,10,10,3,7,2,4,9,3,7,9,8,1,10,8,8,8,0.624,HIGH
8,10,6,8,1,4,10,10,7,3,7,4,8,8,10,3,8,2,2,1,0.4176,MEDIUM
8,4,6,2,3,9,10,7,3,3,1,7,9,3,5,4,3,4,4,4,0.4454,MEDIUM
1,3,4,10,10,4,5,5,7,1,7,1,7,10,5,4,1,7,10,6,0.5913,MEDIUM
3,4,6,8,9,7,6,3,10,5,2,3,9,6,4,8,1,1,7,5,0.5514,MEDIUM
5,9,9,6,5,9,8,6,4,2,2,10,9,1,5,3,6,6,5,3,0.3242,LOW
9,1,6,4,8,7,5,3,6,6,1,8,9,7,9,9,8,9,7,1,0.5727,MEDIUM
3,1,4,10,3,3,2,4,2,8,1,2,10,6,9,7,7,4,10,10,0.5758,MEDIUM
3,9,8,10,9,8,3,9,8,4,2,5,3,5,10,6,7,3,10,2,0.5339,MEDIUM
8,10,7,5,5,2,7,1,4,4,3,9,9,9,1,8,1,1,6,2,0.4308,MEDIUM
1,3,9,8,5,6,2,3,1,3,3,1,2,8,6,5,6,5,2,7,0.5425,MEDIUM
5,9,8,10,3,2,1,5,7,7,3,8,6,1,2,6,3,7,10,8,0.5232,MEDIUM
5,5,3,1,4,7,1,8,9,6,5,9,4,4,1,10,6,9,8,3,0.5964,MEDIUM
4,9,4,7,9,1,7,1,2,5,6,8,10,3,4,3,7,8,2,5,0.43,MEDIUM
9,6,9,2,10,8,1,2,6,1,2,10,7,8,10,8,3,1,10,3,0.4248,MEDIUM
6,2,10,3,1,2,9,3,9,6,3,4,4,3,10,8,1,5,10,4,0.3913,MEDIUM
8,10,6,9,3,10,2,6,9,6,6,2,2,7,4,10,8,2,5,10,0.6104,HIGH
3,1,8,6,8,5,2,5,3,5,9,8,4,10,7,3,7,3,6,10,0.5401,MEDIUM
2,9,9,4,2,3,5,10,8,8,4,7,8,8,3,5,5,4,5,4,0.5083,MEDIUM
6,5,10,8,9,8,3,10,7,6,8,2,6,7,5,4,9,1,3,10,0.582,MEDIUM
10,1,4,5,9,1,5,3,5,8,10,7,1,1,1,10,5,1,10,2,0.59,MEDIUM
7,6,8,4,8,7,3,5,3,7,7,3,3,6,5,10,3,1,4,7,0.5638,MEDIUM
10,4,1,10,2,5,1,2,6,3,8,4,2,2,8,3,3,7,5,2,0.4786,MEDIUM
5,8,6,7,10,1,1,2,9,5,3,10,4,4,6,10,9,5,8,5,0.4207,MEDIUM
3,3,10,9,4,6,10,7,7,8,8,2,6,4,10,1,3,3,7,3,0.4146,MEDIUM
5,8,4,7,6,1,1,4,3,10,10,1,10,1,1,7,5,8,7,2,0.6408,HIGH
5,5,3,8,9,8,4,6,6,5,1,5,3,4,2,7,10,8,10,3,0.6046,HIGH
1,7,8,6,5,10,4,10,4,5,4,10,7,10,1,5,6,4,10,3,0.4878,MEDIUM
6,3,9,8,9,4,6,8,4,4,9,2,4,4,1,8,4,5,6,4,0.5409,MEDIUM
4,1,3,4,7,5,2,3,3,5,8,5,1,10,9,6,4,8,3,1,0.517,MEDIUM
4,4,6,1,6,2,7,1,3,4,3,6,2,1,8,2,6,6,6,9,0.3552,MEDIUM
8,1,10,5,1,5,3,3,5,6,7,5,2,2,10,10,3,6,6,2,0.4182,MEDIUM
3,6,4,9,1,8,9,2,10,2,4,6,1,6,4,5,10,5,2,10,0.452,MEDIUM
8,2,6,8,6,6,8,2,7,7,4,3,9,3,5,7,4,1,7,2,0.4954,MEDIUM
7,3,2,9,6,7,4,6,3,1,1,8,7,2,6,1,5,3,1,6,0.3909,MEDIUM
10,9,7,9,6,7,10,8,8,2,5,4,4,7,1,9,1,10,1,2,0.5813,MEDIUM
1,2,5,7,2,1,4,10,3,8,9,9,9,9,2,9,10,4,1,5,0.5482,MEDIUM
7,2,7,4,9,9,2,7,9,8,9,6,2,9,6,7,10,1,6,1,0.6598,HIGH
10,7,6,7,9,9,3,7,8,3,9,1,1,8,3,8,3,1,9,2,0.6664,HIGH
5,8,3,4,8,4,6,7,5,1,8,9,4,1,9,4,1,7,10,8,0.4677,MEDIUM
9,10,10,10,6,2,5,6,5,10,9,4,7,8,2,5,7,8,5,10,0.5994,MEDIUM
1,7,7,9,9,7,8,6,2,9,6,8,2,2,7,5,6,7,1,6,0.4384,MEDIUM
10,6,7,4,5,4,2,9,1,8,4,10,3,1,1,3,6,9,6,7,0.4935,MEDIUM
6,4,4,8,8,8,4,1,4,2,7,8,9,8,2,10,3,7,2,6,0.5305,MEDIUM
5,9,8,3,1,2,3,5,1,3,6,5,6,6,1,1,6,5,10,1,0.4019,MEDIUM
9,1,10,10,9,4,10,8,7,8,4,9,9,8,3,5,7,2,7,4,0.5251,MEDIUM
1,4,5,4,9,4,1,1,1,10,2,5,4,6,3,10,5,10,4,1,0.542,MEDIUM
8,5,2,8,10,10,7,6,5,7,7,3,9,10,8,4,6,2,9,10,0.6536,HIGH
7,3,3,6,3,8,6,7,1,1,3,3,4,1,3,4,5,1,6,7,0.458,MEDIUM
8,8,2,3,6,2,6,9,10,1,5,2,9,3,9,1,6,2,7,7,0.4947,MEDIUM
7,1,9,2,3,4,10,3,8,9,9,5,5,8,10,1,10,9,7,4,0.4841,MEDIUM
7,2,6,3,8,7,10,6,9,5,5,5,3,1,3,3,5,9,3,5,0.5124,MEDIUM
9,9,7,4,2,4,8,4,8,2,5,6,1,4,2,2,9,1,3,7,0.3588,MEDIUM
7,10,2,5,2,10,4,10,7,1,7,2,1,5,8,2,9,10,2,2,0.5293,MEDIUM
10,10,3,6,7,10,3,5,8,7,9,9,4,5,2,1,4,5,2,5,0.4795,MEDIUM
2,4,2,9,2,2,9,2,5,1,6,2,4,3,6,2,8,10,1,5,0.4162,MEDIUM
5,8,1,9,6,7,1,10,5,1,7,8,2,5,9,8,9,4,2,1,0.572,MEDIUM
4,2,5,6,7,5,6,8,3,3,8,6,8,10,5,1,8,5,1,4,0.4711,MEDIUM
4,8,5,5,10,10,10,9,8,1,10,4,4,10,2,4,7,10,5,2,0.5562,MEDIUM
3,7,5,2,1,7,1,4,3,7,8,6,4,2,9,1,6,8,7,4,0.4317,MEDIUM
2,1,2,1,9,10,7,6,5,7,2,3,6,4,7,1,7,5,1,1,0.4627,MEDIUM
5,8,5,9,7,8,10,5,9,7,10,9,10,5,9,5,9,2,8,1,0.5362,MEDIUM
4,7,2,1,1,8,8,1,2,8,8,4,8,6,10,5,10,4,4,1,0.4362,MEDIUM
8,9,2,2,2,8,2,10,7,1,1,5,10,1,3,2,5,5,5,2,0.4865,MEDIUM
6,6,10,7,8,5,4,4,4,9,5,10,7,6,6,3,4,10,2,8,0.5277,MEDIUM
1,4,4,6,4,1,1,5,10,10,10,3,7,7,6,4,7,2,10,8,0.6219,HIGH
8,4,2,8,4,10,5,7,3,5,9,8,3,4,9,6,9,7,6,4,0.5459,MEDIUM
10,3,8,7,9,8,2,5,2,4,5,10,4,2,8,10,7,8,1,7,0.5436,MEDIUM
1,6,6,9,2,8,4,6,8,10,3,2,2,7,3,6,1,7,10,9,0.6482,HIGH
10,4,6,5,7,5,7,4,10,9,10,8,1,2,5,6,6,8,1,4,0.5114,MEDIUM
10,4,5,3,8,2,9,7,7,10,3,6,6,3,10,1,6,1,10,3,0.411,MEDIUM
7,1,1,1,2,2,1,2,6,7,2,7,2,10,8,4,9,5,5,10,0.5498,MEDIUM
9,2,3,2,4,1,1,9,9,3,4,9,5,7,10,10,1,9,7,8,0.5396,MEDIUM
3,4,4,2,1,5,5,9,2,8,8,4,7,6,6,7,2,10,3,3,0.402,MEDIUM
2,9,9,3,3,1,7,4,2,9,7,5,2,8,7,2,4,1,3,4,0.3283,LOW
7,5,2,7,10,4,7,9,4,6,10,10,2,7,8,7,5,1,4,3,0.473,MEDIUM
4,10,2,10,4,3,6,3,9,3,7,8,2,3,7,10,4,8,10,5,0.4797,MEDIUM
10,10,10,6,3,3,6,3,10,7,5,5,5,9,5,4,7,9,7,9,0.5466,MEDIUM
2,2,2,5,4,4,1,7,5,1,10,9,1,6,9,8,8,2,6,6,0.491,MEDIUM
6,10,1,7,3,8,9,8,10,1,3,6,10,2,3,1,5,7,4,8,0.5228,MEDIUM
3,2,7,3,7,7,1,4,3,4,6,9,5,2,9,1,3,10,6,6,0.4104,MEDIUM
10,10,10,8,8,4,8,10,4,10,6,8,10,6,6,2,10,3,5,8,0.5594,MEDIUM
5,2,2,2,8,4,7,8,1,4,9,7,3,6,7,8,7,2,2,3,0.4452,MEDIUM
6,9,5,3,4,4,1,1,9,1,6,7,4,1,9,3,10,3,5,9,0.4351,MEDIUM
3,9,8,4,3,2,1,8,9,9,4,2,3,8,4,7,6,5,9,6,0.5635,MEDIUM
3,3,1,8,3,1,2,10,8,1,9,5,3,9,8,5,2,7,3,8,0.4959,MEDIUM
10,7,4,7,6,2,3,10,6,6,6,2,1,1,6,2,1,9,2,10,0.5546,MEDIUM
5,9,5,3,3,7,3,4,1,1,4,7,1,8,3,3,4,6,1,3,0.323,LOW
9,4,1,4,5,3,5,4,8,6,4,10,2,7,10,3,9,1,10,2,0.4879,MEDIUM
7,7,4,2,7,7,10,7,9,8,5,1,4,4,1,5,6,5,5,2,0.5425,MEDIUM
1,7,2,7,7,5,10,8,1,1,9,5,5,6,9,1,2,6,2,8,0.468,MEDIUM
7,5,3,10,7,3,9,1,10,3,5,2,2,6,1,6,1,10,7,10,0.5633,MEDIUM
10,7,2,4,2,6,3,6,6,3,4,3,3,9,1,6,9,9,4,8,0.586,MEDIUM
8,5,4,6,5,1,5,8,7,3,6,4,10,6,1,2,2,2,6,3,0.5048,MEDIUM
6,6,9,7,3,8,8,9,9,9,3,7,1,4,2,8,5,9,10,1,0.5157,MEDIUM
4,1,5,6,9,9,1,10,8,2,9,7,2,5,3,3,10,4,6,6,0.6487,HIGH
5,6,10,3,1,6,6,10,7,8,6,8,8,10,10,2,2,4,8,10,0.4076,MEDIUM
9,4,1,5,6,8,7,3,8,5,6,2,2,7,1,9,10,6,9,10,0.6412,HIGH
8,1,2,6,3,3,2,4,4,7,9,10,7,1,1,9,4,5,8,7,0.5351,MEDIUM
2,3,9,10,9,10,10,4,1,8,5,7,2,2,4,10,10,8,10,10,0.6102,HIGH
3,8,2,6,7,1,4,4,9,8,9,9,6,3,9,6,9,10,9,7,0.624,HIGH
9,2,9,5,4,10,8,7,4,1,10,1,1,8,4,8,10,5,10,10,0.6236,HIGH
10,5,5,6,8,5,5,5,2,1,8,7,10,3,7,3,7,6,5,4,0.4877,MEDIUM
5,8,6,10,2,7,1,5,4,6,10,9,4,10,9,6,10,1,8,10,0.5584,MEDIUM
10,7,6,9,6,8,9,4,8,6,7,9,2,7,8,9,5,4,5,1,0.5298,MEDIUM
8,4,1,8,2,8,8,7,2,4,6,1,1,8,9,9,4,7,10,3,0.5129,MEDIUM
3,4,4,9,6,5,1,4,4,7,10,10,10,6,3,9,6,1,3,4,0.5651,MEDIUM
2,3,7,6,4,3,8,4,6,6,2,5,10,8,3,5,10,1,4,3,0.5001,MEDIUM
3,4,5,8,8,2,5,7,10,6,1,10,4,6,6,6,6,8,1,3,0.4867,MEDIUM
1,1,7,2,8,5,2,4,7,5,5,6,10,5,8,7,2,3,2,9,0.4854,MEDIUM
10,4,10,2,3,8,1,7,6,1,8,7,2,3,3,3,9,4,1,6,0.5012,MEDIUM
7,5,5,7,9,6,4,1,5,6,6,6,6,10,6,1,3,7,4,6,0.4085,MEDIUM
7,1,8,8,8,9,10,5,4,4,3,8,7,4,10,10,1,5,7,1,0.4771,MEDIUM
1,9,3,4,7,10,7,3,7,10,1,3,3,3,1,10,8,6,6,1,0.4849,MEDIUM
7,2,8,10,1,7,8,1,2,6,2,3,1,1,4,10,4,5,5,10,0.3823,MEDIUM
1,8,7,10,8,3,2,7,3,2,9,4,4,4,10,2,10,3,10,7,0.5038,MEDIUM
10,3,2,1,6,4,1,8,2,3,3,7,1,1,9,3,3,9,4,8,0.4938,MEDIUM
8,5,3,8,1,6,5,10,9,6,8,9,9,8,3,9,3,1,7,4,0.5889,MEDIUM
3,3,9,1,2,3,7,10,9,1,5,5,7,7,6,9,10,6,3,5,0.5159,MEDIUM
8,7,1,10,7,1,7,5,8,3,5,6,3,6,8,4,8,9,8,5,0.5978,MEDIUM
8,8,9,9,5,1,8,1,10,5,7,6,8,8,8,1,7,2,3,10,0.5026,MEDIUM
9,9,10,8,3,9,5,3,7,9,1,10,3,9,3,7,2,7,5,2,0.5212,MEDIUM
8,1,1,6,4,8,2,9,7,1,6,7,7,9,9,1,4,2,7,7,0.5908,MEDIUM
5,8,10,6,2,3,8,10,9,4,2,3,5,3,9,6,4,6,5,2,0.3864,MEDIUM
7,1,2,10,10,2,10,9,5,9,1,9,8,1,2,8,1,9,7,8,0.5248,MEDIUM
2,6,3,1,8,8,2,1,8,5,1,5,4,4,7,9,10,6,8,10,0.529,MEDIUM
7,8,3,5,7,2,1,6,2,2,1,10,1,1,8,1,2,8,9,6,0.3274,LOW
1,3,1,6,1,3,6,5,10,8,3,4,10,3,1,2,1,3,10,8,0.6091,HIGH
6,10,10,8,5,8,6,4,10,7,6,10,8,5,5,3,6,3,7,10,0.493,MEDIUM
5,3,1,5,2,7,5,2,6,4,8,5,1,6,2,4,4,8,10,4,0.5327,MEDIUM
8,7,7,10,10,8,7,9,2,7,1,9,6,6,8,2,8,5,10,1,0.5221,MEDIUM
6,9,5,10,7,9,9,2,5,5,10,10,1,9,1,4,6,9,7,3,0.524,MEDIUM
5,1,6,8,5,5,6,1,10,10,10,9,7,4,3,5,6,4,6,3,0.6178,HIGH
8,10,2,2,2,2,1,9,6,2,9,5,7,7,9,10,9,6,10,4,0.5362,MEDIUM
3,2,4,6,10,7,2,9,4,1,8,4,5,9,1,1,3,3,7,5,0.58,MEDIUM
3,6,10,8,3,1,6,6,5,9,3,10,9,8,9,2,10,3,2,5,0.3647,MEDIUM
8,5,10,9,5,8,5,7,1,5,3,10,4,8,2,8,9,5,8,3,0.4694,MEDIUM
2,5,7,2,8,3,8,6,9,1,5,6,3,10,3,7,8,7,10,9,0.5089,MEDIUM
9,10,8,10,9,9,8,8,6,5,5,6,9,5,8,5,2,4,5,1,0.4819,MEDIUM
2,10,3,10,4,7,1,6,10,7,3,8,6,2,10,4,5,7,4,9,0.4773,MEDIUM
10,1,2,3,5,9,5,5,8,10,4,7,6,7,2,2,6,7,9,7,0.6167,HIGH
3,3,4,1,8,1,7,6,10,5,9,1,6,4,2,7,1,3,3,8,0.4604,MEDIUM
5,4,4,1,4,8,3,8,2,9,7,3,5,5,8,6,7,4,2,2,0.4856,MEDIUM
3,2,4,9,1,8,9,3,9,8,9,1,7,7,2,6,5,6,10,9,0.5898,MEDIUM
6,9,7,7,4,6,7,6,5,2,9,1,3,9,9,3,6,3,2,3,0.4526,MEDIUM
9,9,7,7,10,1,6,10,5,7,10,10,9,5,3,9,9,3,9,5,0.6033,HIGH
8,1,6,3,1,4,2,4,3,10,9,9,8,2,3,4,3,1,4,7,0.4139,MEDIUM
7,9,7,5,3,8,8,9,7,3,7,9,6,3,8,3,9,8,7,1,0.4321,MEDIUM
4,3,1,9,8,8,9,4,5,8,2,1,7,3,9,4,4,5,6,6,0.4977,MEDIUM
8,4,6,7,3,4,3,8,8,1,1,5,6,4,6,9,6,10,8,4,0.5572,MEDIUM
1,3,8,4,3,3,9,6,8,1,5,3,5,1,3,6,6,6,5,7,0.4758,MEDIUM
9,10,4,10,8,8,1,5,2,2,7,8,9,9,2,6,10,7,5,7,0.5583,MEDIUM
8,4,9,7,6,7,10,1,5,5,9,5,7,8,4,4,3,3,10,2,0.4935,MEDIUM
3,5,9,10,6,6,9,8,8,1,1,7,3,4,10,5,6,10,10,5,0.4436,MEDIUM
3,7,5,1,8,7,1,9,10,6,4,1,2,3,1,4,4,10,9,1,0.588,MEDIUM
2,4,9,8,2,7,3,9,4,4,6,7,9,10,1,6,9,2,1,9,0.5585,MEDIUM
1,2,6,4,4,8,5,4,6,7,8,1,3,8,8,3,9,8,2,6,0.4921,MEDIUM
7,6,10,7,10,6,8,10,5,6,8,6,10,6,10,10,6,6,1,6,0.5372,MEDIUM
6,4,7,3,10,2,8,2,5,9,6,5,2,9,4,10,6,3,6,3,0.4626,MEDIUM
6,3,1,8,9,9,3,2,7,6,2,2,10,3,2,5,6,8,5,5,0.6819,HIGH
6,3,1,4,1,3,8,7,10,5,8,4,1,9,9,3,5,1,4,6,0.462,MEDIUM
4,3,2,3,5,5,1,3,10,4,7,4,5,1,10,5,2,3,2,9,0.5372,MEDIUM
1,6,3,6,8,10,6,10,10,1,1,5,8,10,5,2,3,4,3,6,0.5142,MEDIUM
5,7,1,2,9,10,2,2,4,5,4,5,9,6,8,2,4,4,10,10,0.5161,MEDIUM
7,3,8,7,9,7,2,3,8,4,5,3,2,2,3,1,3,10,2,4,0.4395,MEDIUM
9,2,4,1,2,5,10,5,9,1,3,10,9,10,1,9,9,9,2,10,0.489,MEDIUM
7,7,5,6,3,4,2,10,2,10,10,1,9,3,2,4,4,6,7,9,0.5589,MEDIUM
4,2,8,3,4,7,7,8,1,5,2,8,2,1,4,9,10,2,10,2,0.4329,MEDIUM
9,8,5,1,6,1,2,4,4,3,1,4,5,5,10,6,7,1,8,2,0.4037,MEDIUM
5,9,8,7,6,1,8,8,6,3,6,8,3,4,2,7,4,2,7,1,0.3256,LOW
4,8,9,2,2,1,6,8,1,4,10,10,7,4,1,7,7,8,1,1,0.4136,MEDIUM
6,10,10,5,7,10,7,7,10,4,3,4,4,8,1,1,8,2,6,9,0.4973,MEDIUM
1,1,10,8,2,5,1,9,7,4,4,3,4,5,4,1,7,6,9,8,0.5392,MEDIUM
5,5,9,9,9,4,10,3,4,8,6,10,1,10,8,3,3,9,6,9,0.52,MEDIUM
3,6,9,6,5,6,6,2,4,10,2,10,7,1,4,5,9,3,4,7,0.447,MEDIUM
8,9,9,4,9,8,4,7,10,4,3,4,9,1,1,5,4,7,5,8,0.5448,MEDIUM
6,9,5,7,7,5,9,7,8,5,2,7,4,8,2,3,1,7,4,2,0.4032,MEDIUM
8,6,6,3,10,8,8,7,1,2,5,6,9,5,1,9,2,2,5,5,0.4084,MEDIUM
2,6,8,3,9,2,5,4,7,2,2,7,9,7,2,2,5,7,1,4,0.3768,MEDIUM
7,2,2,9,10,3,7,1,6,6,6,5,7,6,5,3,7,9,4,7,0.5749,MEDIUM
9,5,4,8,8,2,5,1,4,5,5,6,5,6,10,6,7,7,1,1,0.405,MEDIUM
4,1,2,2,10,7,3,3,8,3,4,9,7,10,8,5,3,2,8,4,0.5059,MEDIUM
7,9,4,9,6,1,10,6,8,1,10,4,5,1,10,10,2,7,6,1,0.4364,MEDIUM
9,2,2,4,7,5,1,4,5,9,5,9,5,4,8,8,1,1,7,3,0.491,MEDIUM
8,10,6,10,6,2,5,3,10,6,5,5,10,7,7,10,6,5,3,2,0.5018,MEDIUM
8,6,7,3,8,6,3,9,1,1,2,7,2,8,4,5,5,8,10,5,0.5012,MEDIUM
6,10,3,4,6,2,7,4,9,4,3,7,5,9,10,8,2,1,1,2,0.3732,MEDIUM
8,1,8,9,2,3,10,5,6,8,7,2,4,1,5,10,5,9,5,2,0.4731,MEDIUM
5,3,4,6,6,3,9,4,4,8,3,9,8,6,7,8,10,9,2,4,0.5509,MEDIUM
1,3,7,6,7,5,8,8,2,2,6,9,9,3,2,9,8,1,9,10,0.5072,MEDIUM
5,2,1,8,10,2,2,7,2,2,5,7,5,5,7,2,2,10,9,4,0.523,MEDIUM
1,10,8,6,5,3,5,8,4,9,9,6,3,4,8,8,5,9,8,8,0.5172,MEDIUM
1,1,8,9,9,2,3,6,4,3,6,2,3,2,9,1,9,3,3,7,0.4538,MEDIUM
8,10,10,1,10,7,7,7,1,3,9,7,6,4,9,4,10,6,8,2,0.4715,MEDIUM
7,5,7,9,3,2,1,1,4,8,1,10,1,8,1,4,8,9,1,9,0.4893,MEDIUM
9,7,7,10,4,3,1,8,1,10,9,4,5,9,5,10,3,7,8,5,0.5977,MEDIUM
9,8,7,3,10,7,6,1,8,5,5,6,7,6,8,3,7,8,7,6,0.5256,MEDIUM
5,2,10,9,3,9,2,8,10,5,8,8,10,6,1,1,4,5,6,3,0.532,MEDIUM
3,1,3,7,3,7,10,4,1,4,3,7,5,6,3,6,8,4,4,1,0.4321,MEDIUM
10,1,8,5,1,7,4,6,2,7,9,6,3,3,5,8,7,8,6,2,0.5264,MEDIUM
3,6,9,4,8,10,10,1,1,6,4,7,7,10,4,4,3,8,7,4,0.4306,MEDIUM
4,5,3,3,9,6,7,3,9,4,8,3,4,8,3,3,6,10,4,2,0.5337,MEDIUM
1,4,4,8,1,1,9,10,5,3,4,5,1,4,8,1,5,4,4,4,0.2636,LOW
4,2,9,9,4,9,5,6,7,2,3,6,8,9,1,5,8,4,8,2,0.5336,MEDIUM
10,9,6,2,8,7,10,7,9,1,7,5,6,6,5,5,3,2,6,8,0.487,MEDIUM
9,4,8,10,3,7,5,1,6,4,3,8,4,10,7,9,9,6,10,4,0.5508,MEDIUM
5,3,9,9,4,10,1,4,10,8,10,10,8,9,4,4,2,6,1,4,0.5256,MEDIUM
3,2,10,9,6,10,7,6,6,2,1,3,6,1,7,7,7,9,7,1,0.534,MEDIUM
7,8,4,5,8,7,8,2,5,10,10,9,7,4,3,9,10,6,10,2,0.5487,MEDIUM
1,4,9,6,3,5,3,8,7,3,3,2,6,6,10,7,4,8,5,4,0.4999,MEDIUM
10,7,4,10,10,5,10,6,10,5,1,4,9,10,6,6,5,7,6,7,0.6338,HIGH
6,4,2,8,1,9,8,4,1,1,3,2,1,3,8,4,7,7,4,3,0.3797,MEDIUM
6,7,8,4,3,3,4,5,9,8,5,10,4,10,2,7,7,1,2,10,0.5599,MEDIUM
2,1,10,1,5,9,9,7,7,1,8,4,3,7,5,5,8,9,10,4,0.4634,MEDIUM
8,9,6,10,6,5,2,8,7,1,10,1,10,4,8,2,7,5,6,9,0.6312,HIGH
2,1,5,6,8,4,5,7,7,10,5,5,8,4,4,9,8,9,1,6,0.6456,HIGH
3,9,10,1,6,7,7,6,2,9,4,8,9,5,8,8,2,10,9,9,0.4343,MEDIUM
9,4,8,5,4,5,6,1,10,7,9,6,10,4,9,1,7,3,6,1,0.5224,MEDIUM
3,4,1,9,10,10,7,5,7,10,3,5,4,5,4,6,5,9,7,10,0.64,HIGH
6,3,2,3,2,6,7,1,4,9,8,2,1,9,9,1,4,6,5,7,0.4782,MEDIUM
10,5,7,7,1,5,10,1,4,8,7,5,8,5,8,7,10,2,2,7,0.4771,MEDIUM
2,3,3,2,6,1,4,10,7,6,6,9,7,9,2,10,1,1,5,2,0.4891,MEDIUM
6,9,10,4,4,4,6,3,9,7,7,1,2,4,9,6,6,1,1,3,0.4047,MEDIUM
10,6,8,4,9,1,2,1,2,3,5,6,8,2,9,2,6,9,1,7,0.4429,MEDIUM
2,10,5,10,10,10,2,4,7,6,1,6,6,2,10,2,10,4,10,7,0.4467,MEDIUM
9,8,2,9,7,8,2,8,1,9,1,5,10,3,10,4,3,9,6,1,0.5855,MEDIUM
8,2,10,7,2,3,10,4,4,3,2,4,5,10,6,3,3,1,10,5,0.3391,LOW
1,1,4,8,2,8,8,6,9,9,6,7,3,8,5,9,1,7,7,2,0.5746,MEDIUM
2,3,7,3,1,4,1,7,10,6,2,7,6,8,2,3,2,2,9,7,0.5284,MEDIUM
1,2,9,2,2,3,4,10,10,4,4,1,3,6,6,10,9,8,10,3,0.5008,MEDIUM
1,7,3,4,2,5,6,10,7,9,9,10,2,1,10,7,2,10,7,9,0.4502,MEDIUM
1,5,6,1,6,3,2,2,3,1,4,7,1,9,2,7,5,2,9,1,0.3335,LOW
5,5,7,1,9,2,10,8,2,5,1,9,4,5,7,10,6,5,5,10,0.4081,MEDIUM
6,1,7,1,10,6,9,1,7,3,8,5,6,7,7,10,9,4,10,9,0.5599,MEDIUM
